Index,aa,ab,ac,Yh,Yi,Yj,ERM Classification,Correct
1,0.26173982,-0.016742272,-0.075360889,-0.59482812,-0.65199522,0.3159506,5,False
1,0.32915435,-0.034418332,-0.11507647,-0.78118997,-0.65141499,0.31725992,1,True
1,0.19549619,-0.016377097,-0.126381,0.089096886,-0.65369011,0.31653829,1,True
1,0.24387,0.011466552,-0.11389069,0.85233255,-0.65002285,0.31740338,1,True
1,0.32955877,-0.029189921,-0.12136232,0.91175499,-0.6479343,0.31936801,1,True
1,0.28806864,-0.032201474,-0.11596739,-0.51986909,-0.64350003,0.32381812,5,False
1,0.24987037,-0.0075291689,-0.093297657,-0.77172163,-0.64510135,0.32274915,1,True
3,0.31930656,-0.010016849,-0.16410108,-0.62278451,-0.65680889,0.30831442,2,False
3,0.12592012,-0.027658255,-0.050069386,-0.12379136,-0.67013211,0.30375356,2,False
3,0.29997571,-0.01160794,-0.13608717,0.87713406,-0.65888798,0.30797143,5,False
3,0.26012783,-0.020200821,-0.13129646,-0.46446548,-0.66769999,0.3047503,5,False
3,0.2871613,-0.010106916,-0.13231092,-0.081235506,-0.66733257,0.30857568,5,False
3,0.32958399,0.0067191725,-0.14774302,0.28616012,-0.68408816,0.29757989,1,False
3,0.25184336,-0.052219039,-0.12966482,-0.53359711,-0.7022252,0.28757949,5,False
3,0.24829116,-0.060992823,-0.17012592,0.14839722,-0.67274073,0.31045851,5,False
3,0.26160863,-0.073315382,-0.073890189,-0.17222725,-0.6623907,0.31530832,2,False
3,0.29960665,-0.014975152,-0.061362489,0.3410022,-0.64368025,0.32986648,5,False
3,0.25953975,0.0055178016,-0.15296364,-0.69960235,-0.64915656,0.32817337,2,False
3,0.25308441,-0.03528093,-0.12458994,-0.79421133,-0.66819507,0.31675329,5,False
3,0.26156636,-0.020792241,-0.14153329,-0.67064962,-0.6631015,0.31877637,5,False
3,0.31001933,-0.055972223,-0.1350257,-0.56464396,-0.65079455,0.32849457,1,False
3,0.19842455,-0.027514258,-0.047398754,0.25376238,-0.63251915,0.34283193,2,False
3,0.22867274,-0.045504377,-0.11212662,0.49492149,-0.64562066,0.32731978,2,False
3,0.4228405,-0.0098579907,-0.067457385,0.70671381,-0.63067485,0.33778414,2,False
3,0.28711862,-0.020052061,-0.15325673,-0.78972751,-0.64284746,0.32938254,5,False
3,0.10222138,-0.04865811,-0.11641174,-0.89372911,-0.65228803,0.32857652,2,False
3,0.21485672,-0.0085199829,-0.038548925,0.0054924001,-0.63939356,0.33929933,2,False
3,0.46767458,-0.015139256,-0.13220819,-0.13999719,-0.63876625,0.33656791,3,True
3,0.30835585,0.015060179,-0.1260511,0.19335295,-0.64138731,0.33450147,5,False
3,0.29417901,-0.034406963,-0.12252018,0.69550663,-0.64724548,0.32873757,5,False
2,0.20731083,-0.19305262,-0.16045556,-0.10346427,-0.64622064,0.34094001,2,True
2,0.36261593,-0.072425218,-0.12119007,-0.60012165,-0.55503919,0.4047553,2,True
2,0.27816503,0.027962971,-0.080086674,-0.21517436,-0.52758112,0.4232666,2,True
2,0.2563942,-0.012968956,-0.11188381,0.78012844,-0.53826677,0.41545881,2,True
2,0.24683451,-0.043831863,-0.14154702,-0.75814909,-0.5425949,0.41256644,2,True
2,0.29819093,-0.023188147,-0.10758915,0.020464153,-0.54207768,0.41331343,2,True
2,0.26963228,-0.037614803,-0.11446394,0.8541374,-0.54077516,0.41417781,5,False
2,0.19648111,0.0058967997,-0.12903397,0.29405491,-0.53286432,0.41978236,2,True
2,0.19518889,-0.074923063,-0.31908182,-0.70475757,-0.56959295,0.38381601,2,True
2,0.24200036,-0.051685995,-0.11614944,0.057845318,-0.54288208,0.41225818,2,True
2,0.31856167,-0.027020624,-0.081685509,-0.58653021,-0.52649563,0.42499049,2,True
2,0.28637788,-0.037529434,-0.087672085,0.036496699,-0.52275219,0.42760154,2,True
2,0.26149147,-0.040122792,-0.071103801,-0.11633075,-0.52122578,0.42839182,2,True
2,0.25438287,0.0093508548,-0.13722003,-0.41946678,-0.52398085,0.42616124,2,True
2,0.22326915,-0.00014139722,-0.15908758,0.84318968,-0.53581241,0.41833215,2,True
2,0.21223054,0.0029777676,-0.10370011,0.18181216,-0.53415859,0.41972552,2,True
2,0.37772556,-0.043437113,-0.33051333,-0.15577991,-0.52836355,0.42121248,2,True
2,0.36081239,-0.03391096,-0.13858928,-0.54212752,-0.50847149,0.4375917,2,True
2,0.25631314,-0.016422148,-0.058532753,-0.34245581,-0.5051721,0.43990003,2,True
2,0.26294232,0.0074128076,-0.091331896,0.90603084,-0.50626317,0.43893525,2,True
2,0.27685853,0.011056542,-0.12722914,-0.20557472,-0.51640709,0.43165937,2,True
2,0.24514236,-0.015805672,-0.081850253,0.4498021,-0.52876918,0.42335856,2,True
2,0.19783456,-0.015901763,-0.059524406,-0.065562578,-0.53120446,0.42166103,2,True
5,0.19918776,0.036583027,0.31935782,0.081585695,-0.90969815,0.1413595,2,False
5,0.28638505,-0.083568838,-0.1466763,0.71392277,-0.77871081,0.11628588,2,False
5,0.30882643,-0.036619566,-0.19515573,0.55537681,-0.7820746,0.14018287,3,False
5,0.25756859,0.020305323,-0.050276102,0.71879734,-0.8073544,0.14770652,3,False
